Root	Comparative
undesired	more undesired
undetected	more undetected
undeveloped	more undeveloped
undiagnosed	more undiagnosed
undifferentiated	more undifferentiated
undignified	more undignified
undiluted	more undiluted
undirected	more undirected
undisciplined	more undisciplined
undisclosed	more undisclosed
undiscovered	more undiscovered
undisguised	more undisguised
undisputed	more undisputed
undistinguished	more undistinguished
undisturbed	more undisturbed
undivided	more undivided
undocumented	more undocumented
undoubted	more undoubted
undressed	more undressed
undressing	more undressing
undulating	more undulating
undying	more undying
unearned	more unearned
unearthed	more unearthed
unedifying	more unedifying
unedited	more unedited
uneducated	more uneducated
unelected	more unelected
unemotional	more unemotional
unemployed	more unemployed
unencumbered	more unencumbered
unending	more unending
unenthusiastic	more unenthusiastic
unequal	more unequal
unequivocal	more unequivocal
unerring	more unerring
unethical	more unethical
uneven	more uneven
uneventful	more uneventful
unexcused	more unexcused
unexpected	more unexpected
unexpired	more unexpired
unexplained	more unexplained
unexploded	more unexploded
unexplored	more unexplored
unfair	more unfair
unfaithful	more unfaithful
unfathomable	more unfathomable
unfathomed	more unfathomed
unfeeling	more unfeeling
unfettered	more unfettered
unfiltered	more unfiltered
unfinished	more unfinished
unfit	more unfit
unflagging	more unflagging
unflappable	more unflappable
unflattering	more unflattering
unflinching	more unflinching
unfocused	more unfocused
unfolded	more unfolded
unfolding	more unfolding
unforeseeable	more unforeseeable
unforgettable	more unforgettable
unforgiving	more unforgiving
unformed	more unformed
unfortunate	more unfortunate
unfounded	more unfounded
unfree	more unfree
unfriendly	more unfriendly
unfulfilled	more unfulfilled
unfunny	more unfunny
unfurled	more unfurled
ungainly	more ungainly
ungrammatical	more ungrammatical
ungrateful	more ungrateful
unguided	more unguided
unhelpful	more unhelpful
unhindered	more unhindered
unhinged	more unhinged
unhurried	more unhurried
unidentified	more unidentified
unified	more unified
uniform	more uniform
uniformed	more uniformed
unifying	more unifying
unimaginative	more unimaginative
unimportant	more unimportant
unimpressive	more unimpressive
uninformative	more uninformative
uninformed	more uninformed
uninhabited	more uninhabited
uninhibited	more uninhibited
uninitiated	more uninitiated
uninspired	more uninspired
uninspiring	more uninspiring
uninsured	more uninsured
unintelligent	more unintelligent
unintelligible	more unintelligible
unintended	more unintended
unintentional	more unintentional
uninteresting	more uninteresting
uninterrupted	more uninterrupted
uninvited	more uninvited
uninviting	more uninviting
uninvolved	more uninvolved
unionized	more unionized
unique	more unique
unitary	more unitary
united	more united
unjust	more unjust
unjustified	more unjustified
unknowing	more unknowing
unlawful	more unlawful
unleashed	more unleashed
unlicensed	more unlicensed
unlimited	more unlimited
unlisted	more unlisted
unloaded	more unloaded
unloading	more unloading
unlocked	more unlocked
unlocking	more unlocking
unlovable	more unlovable
unloved	more unloved
unmanageable	more unmanageable
unmanly	more unmanly
unmanned	more unmanned
unmapped	more unmapped
unmarked	more unmarked
unmarried	more unmarried
unmatched	more unmatched
unmistakable	more unmistakable
unmitigated	more unmitigated
unmotivated	more unmotivated
unmoved	more unmoved
unnamed	more unnamed
unnatural	more unnatural
unnecessary	more unnecessary
unneeded	more unneeded
unnerving	more unnerving
unnoticeable	more unnoticeable
unnoticed	more unnoticed
unnumbered	more unnumbered
unobtrusive	more unobtrusive
unopened	more unopened
unopposed	more unopposed
unorganized	more unorganized
unpacked	more unpacked
unpaid	more unpaid
unpainted	more unpainted
unparalleled	more unparalleled
unpatriotic	more unpatriotic
unpaved	more unpaved
unplanned	more unplanned
unpleasant	more unpleasant
unplugged	more unplugged
unpolished	more unpolished
unpopular	more unpopular
unpredictable	more unpredictable
unprejudiced	more unprejudiced
unprepared	more unprepared
unpretentious	more unpretentious
unprincipled	more unprincipled
unproductive	more unproductive
unprofessional	more unprofessional
unproved	more unproved
unprovoked	more unprovoked
unpublished	more unpublished
unqualified	more unqualified
unquestioned	more unquestioned
unquestioning	more unquestioning
unraveling	more unraveling
unreachable	more unreachable
unreal	more unreal
unrealistic	more unrealistic
unrealized	more unrealized
unreasonable	more unreasonable
unreasoning	more unreasoning
unreciprocated	more unreciprocated
unrecognizable	more unrecognizable
unrecognized	more unrecognized
unreconstructed	more unreconstructed
unrefined	more unrefined
unregulated	more unregulated
unreleased	more unreleased
unrelenting	more unrelenting
unreliable	more unreliable
unremarkable	more unremarkable
unremitting	more unremitting
unrequited	more unrequited
unresolved	more unresolved
unresponsive	more unresponsive
unrestrained	more unrestrained
unrestricted	more unrestricted
unrestrictive	more unrestrictive
unrewarding	more unrewarding
unromantic	more unromantic
unruffled	more unruffled
unruly	more unruly
unsalted	more unsalted
unsanitary	more unsanitary
unsatisfied	more unsatisfied
unsavory	more unsavory
unsavoury	more unsavoury
unscheduled	more unscheduled
unscientific	more unscientific
unscripted	more unscripted
unscrupulous	more unscrupulous
unsealed	more unsealed
unsecured	more unsecured
unsentimental	more unsentimental
unsettled	more unsettled
unsettling	more unsettling
unsexy	more unsexy
unshaven	more unshaven
unsightly	more unsightly
unsigned	more unsigned
unsociable	more unsociable
unsolicited	more unsolicited
unsolved	more unsolved
unsophisticated	more unsophisticated
unsparing	more unsparing
unspoiled	more unspoiled
unstable	more unstable
unsteady	more unsteady
unstinting	more unstinting
unstoppable	more unstoppable
unstructured	more unstructured
unsubstantial	more unsubstantial
unsubstantiated	more unsubstantiated
unsubtle	more unsubtle
unsuited	more unsuited
unsullied	more unsullied
unsupported	more unsupported
unsuspecting	more unsuspecting
unswerving	more unswerving
unsympathetic	more unsympathetic
untalented	more untalented
untamed	more untamed
untangling	more untangling
untested	more untested
untethered	more untethered
unthinkable	more unthinkable
unthinking	more unthinking
untied	more untied
untiring	more untiring
untouchable	more untouchable
untouched	more untouched
untrained	more untrained
untreated	more untreated
untrustworthy	more untrustworthy
untruthful	more untruthful
unvarnished	more unvarnished
unvarying	more unvarying
unveiled	more unveiled
unverified	more unverified
unwanted	more unwanted
unwarranted	more unwarranted
unwashed	more unwashed
unwavering	more unwavering
unwelcome	more unwelcome
unwieldy	more unwieldy
unwilling	more unwilling
unwitting	more unwitting
unworldly	more unworldly
unwrapped	more unwrapped
unyielding	more unyielding
updated	more updated
upfront	more upfront
upheld	more upheld
upholstered	more upholstered
uplifting	more uplifting
uploaded	more uploaded
uploading	more uploading
upright	more upright
uprising	more uprising
uprooted	more uprooted
upstanding	more upstanding
upwelling	more upwelling
urbanized	more urbanized
urgent	more urgent
usurped	more usurped
uttered	more uttered
vacant	more vacant
vacationing	more vacationing
vaccinated	more vaccinated
vacillating	more vacillating
vacuous	more vacuous
vacuuming	more vacuuming
valiant	more valiant
valid	more valid
validated	more validated
valuable	more valuable
valued	more valued
valueless	more valueless
vandalized	more vandalized
vanilla	more vanilla
vanished	more vanished
vanishing	more vanishing
vaporous	more vaporous
varied	more varied
variegated	more variegated
varnishing	more varnishing
vascularized	more vascularized
vaulted	more vaulted
vaulting	more vaulting
vegetated	more vegetated
veil	more veil
veiled	more veiled
vending	more vending
venerated	more venerated
venomous	more venomous
vented	more vented
ventilated	more ventilated
ventilating	more ventilating
venturing	more venturing
verdant	more verdant
verified	more verified
verifying	more verifying
versatile	more versatile
versed	more versed
vertical	more vertical
vested	more vested
vexing	more vexing
viable	more viable
vibrant	more vibrant
vibrating	more vibrating
vicious	more vicious
victimized	more victimized
videotaped	more videotaped
viewing	more viewing
vigilant	more vigilant
vigorous	more vigorous
vindictive	more vindictive
violated	more violated
violating	more violating
violent	more violent
violet	more violet
viral	more viral
virile	more virile
virtuous	more virtuous
virulent	more virulent
visible	more visible
visited	more visited
visiting	more visiting
visual	more visual
vital	more vital
vitreous	more vitreous
vitrified	more vitrified
vivacious	more vivacious
vivifying	more vivifying
vocal	more vocal
vocalizing	more vocalizing
voiceless	more voiceless
void	more void
volatile	more volatile
volcanic	more volcanic
volunteering	more volunteering
voluptuous	more voluptuous
vomiting	more vomiting
voracious	more voracious
voting	more voting
vulgar	more vulgar
vulnerable	more vulnerable
waddling	more waddling
wading	more wading
waged	more waged
wagering	more wagering
wagging	more wagging
wailing	more wailing
waiting	more waiting
wakeful	more wakeful
walking	more walking
walled	more walled
wallowing	more wallowing
wandering	more wandering
wanted	more wanted
warbling	more warbling
warehousing	more warehousing
warmed	more warmed
warmhearted	more warmhearted
warming	more warming
warmongering	more warmongering
warning	more warning
warped	more warped
warring	more warring
warty	more warty
washed	more washed
washing	more washing
wasteful	more wasteful
wasting	more wasting
watchful	more watchful
watching	more watching
watered	more watered
waterlogged	more waterlogged
waterproof	more waterproof
waterproofing	more waterproofing
watertight	more watertight
watery	more watery
waved	more waved
wavering	more wavering
waving	more waving
waxed	more waxed
waxing	more waxing
weakening	more weakening
weaned	more weaned
weaning	more weaning
wearied	more wearied
wearing	more wearing
weathered	more weathered
weaving	more weaving
webbed	more webbed
wedded	more wedded
wee	more wee
weeding	more weeding
weeping	more weeping
weighing	more weighing
weighted	more weighted
weightless	more weightless
weightlifting	more weightlifting
welcomed	more welcomed
welcoming	more welcoming
welded	more welded
welding	more welding
welling	more welling
whacking	more whacking
whaling	more whaling
wheeled	more wheeled
wheeling	more wheeling
wheezing	more wheezing
whetted	more whetted
whimpering	more whimpering
whimsical	more whimsical
whinging	more whinging
whining	more whining
whipped	more whipped
whipping	more whipping
whirling	more whirling
whirring	more whirring
whispered	more whispered
whispering	more whispering
whistling	more whistling
whitewashed	more whitewashed
whittling	more whittling
wholehearted	more wholehearted
whooping	more whooping
whoring	more whoring
widened	more widened
widening	more widening
widespread	more widespread
widowed	more widowed
wiggling	more wiggling
wiggly	more wiggly
willing	more willing
wilted	more wilted
wilting	more wilting
winding	more winding
windsurfing	more windsurfing
winemaking	more winemaking
winged	more winged
winning	more winning
wintering	more wintering
winterized	more winterized
wintry	more wintry
wired	more wired
wireless	more wireless
wiretapping	more wiretapping
wiring	more wiring
wiry	more wiry
wisecracking	more wisecracking
wistful	more wistful
withered	more withered
withering	more withering
witnessed	more witnessed
witnessing	more witnessing
wizened	more wizened
wobbling	more wobbling
womanly	more womanly
wonderful	more wonderful
wooded	more wooded
wooden	more wooden
woodworking	more woodworking
wooing	more wooing
worded	more worded
worked	more worked
working	more working
worn	more worn
worried	more worried
worrisome	more worrisome
worrying	more worrying
worsening	more worsening
worshiped	more worshiped
worshipped	more worshipped
worshipping	more worshipping
worthless	more worthless
wound	more wound
wounded	more wounded
wounding	more wounding
woven	more woven
wrangling	more wrangling
wrapped	more wrapped
wrapping	more wrapping
wrecked	more wrecked
wrenching	more wrenching
wrestling	more wrestling
wretched	more wretched
wriggling	more wriggling
wriggly	more wriggly
wrinkled	more wrinkled
writhing	more writhing
writing	more writing
written	more written
wronged	more wronged
xenophobic	more xenophobic
yakking	more yakking
yapping	more yapping
yawning	more yawning
yearning	more yearning
yelled	more yelled
yelling	more yelling
yellowing	more yellowing
yelping	more yelping
yielding	more yielding
yodeling	more yodeling
youthful	more youthful
zapping	more zapping
zealous	more zealous
zipped	more zipped
zippered	more zippered
zipping	more zipping
zooming	more zooming
